id,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
937,Chinese,Medium,Bronx,11am-9pm,3.3,false
938,Mexican,Cheap,Queens,8am-10pm,1.5,true
939,Mexican,Cheap,Manhattan,5pm-11pm,5.0,true
940,Japanese,Expensive,Manhattan,8am-10pm,2.8,true
941,Mexican,Cheap,Manhattan,5pm-11pm,1.4,false
942,Chinese,Medium,Brooklyn,8am-10pm,3.8,false
943,Chinese,Cheap,Bronx,5pm-11pm,3.9,true
944,Japanese,Cheap,Staten Island,8am-10pm,3.4,true
945,Chinese,Cheap,Staten Island,5pm-11pm,2.2,false
946,Chinese,Expensive,Bronx,11am-9pm,1.3,false
947,Italian,Expensive,Staten Island,5pm-11pm,4.7,true
948,Italian,Cheap,Queens,11am-9pm,4.6,false
949,Italian,Medium,Queens,8am-10pm,4.1,true
950,American,Cheap,Brooklyn,5pm-11pm,1.3,false
951,American,Cheap,Queens,11am-9pm,3.4,true
952,Mexican,Expensive,Brooklyn,5pm-11pm,3.8,false
953,American,Cheap,Queens,8am-10pm,4.8,false
954,American,Cheap,Bronx,8am-10pm,2.2,false
955,Chinese,Expensive,Staten Island,5pm-11pm,3.3,false
956,Japanese,Cheap,Bronx,5pm-11pm,4.1,true
957,Mexican,Cheap,Bronx,8am-10pm,1.8,true
958,American,Medium,Staten Island,5pm-11pm,4.2,true
959,Chinese,Expensive,Manhattan,8am-10pm,1.4,true
960,Mexican,Expensive,Brooklyn,11am-9pm,2.3,false
961,Chinese,Cheap,Brooklyn,11am-9pm,1.1,false
962,Japanese,Expensive,Bronx,11am-9pm,3.4,true
963,Chinese,Cheap,Manhattan,5pm-11pm,2.5,false
964,American,Medium,Staten Island,8am-10pm,2.7,false
965,Italian,Expensive,Staten Island,5pm-11pm,2.0,true
966,Italian,Expensive,Staten Island,8am-10pm,2.7,false
967,Chinese,Cheap,Staten Island,11am-9pm,3.7,false
968,Mexican,Expensive,Staten Island,5pm-11pm,3.7,false
969,Mexican,Medium,Staten Island,11am-9pm,4.4,false
970,American,Cheap,Queens,8am-10pm,1.1,true
971,American,Cheap,Queens,8am-10pm,1.0,true
972,Chinese,Expensive,Queens,5pm-11pm,2.4,false
973,Italian,Medium,Manhattan,11am-9pm,2.6,false
974,Chinese,Cheap,Queens,11am-9pm,1.6,false
975,Chinese,Cheap,Manhattan,8am-10pm,4.6,false
976,American,Cheap,Staten Island,11am-9pm,2.7,false
977,Italian,Medium,Staten Island,5pm-11pm,4.6,true
978,Mexican,Expensive,Queens,11am-9pm,1.2,false
979,Mexican,Expensive,Brooklyn,11am-9pm,2.4,true
980,Mexican,Medium,Manhattan,8am-10pm,3.3,false
981,Italian,Medium,Staten Island,5pm-11pm,4.9,true
982,Chinese,Cheap,Queens,5pm-11pm,3.2,true
983,American,Expensive,Manhattan,11am-9pm,2.1,false
984,Mexican,Expensive,Manhattan,11am-9pm,1.7,false
985,Chinese,Cheap,Manhattan,11am-9pm,1.4,true
986,Chinese,Expensive,Staten Island,11am-9pm,2.1,true
987,Chinese,Cheap,Queens,5pm-11pm,3.9,false
988,American,Cheap,Brooklyn,5pm-11pm,1.8,true
989,Italian,Expensive,Brooklyn,11am-9pm,3.7,false
990,American,Expensive,Brooklyn,8am-10pm,4.3,true
991,Italian,Medium,Brooklyn,11am-9pm,1.7,false
992,Mexican,Cheap,Bronx,5pm-11pm,2.4,true
993,Italian,Cheap,Queens,5pm-11pm,3.8,true
994,Chinese,Expensive,Manhattan,11am-9pm,2.8,true
995,American,Expensive,Brooklyn,5pm-11pm,4.4,false
996,Chinese,Expensive,Bronx,11am-9pm,3.8,false
997,Mexican,Medium,Bronx,11am-9pm,3.3,true
998,Chinese,Expensive,Brooklyn,11am-9pm,1.2,false
999,Italian,Expensive,Bronx,8am-10pm,4.9,true
1000,Italian,Medium,Bronx,11am-9pm,4.5,false
